artist_name,song_name,lyrics
MAX,Lights Down Low,"Heaven only knows where you've been
But I don't really need to know
I know where you're gonna go
On my heart, where you're resting your head
And you just look so beautiful
It's like you were an angel

Can I stop the flow of time?
Can I swim in your divine?
'Cause I don't think I'd ever leave this place

Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh

Under heavy skies in the rain
You're dancing in your bare feet
Just like we're in a movie
Grab my hand and we're chasing the train
Catch you looking back at me
Running through a cloud of steam

Can I stop the flow of time?
Can I swim in your divine?
'Cause I don't think I'd ever leave this place

Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh

And I will give you everything baby
But can you feel this energy? Take it
You can have the best of me baby
And I will give you anything
Can you feel this energy? Take it
You can have the best of me baby

Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh"
Charlie Puth,Attention,"You've been runnin' round, runnin' round, runnin' round throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up
You've been going round, going round, going round every party in LA
'Cause you knew that I, knew that I, knew that I'd be at one

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect
But you're not coming home with me tonight

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you

You've been runnin' round, runnin' round, runnin' round throwing that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up
Baby, now that we're, now that we're, now that we're right here standing face to face
You already know, already know, already know that you won
Oh

I know that dress is karma (dress is karma), perfume regret
You got me thinking 'bout when you were mine
(You got me thinking 'bout when you were mine)
And now I'm all up on ya (all up on ya), what you expect
(Oh baby)
But you're not coming home with me tonight (oh no)

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you
Oh

What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect
But you're not coming home with me tonight

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you
(Over you)

What are you doin' to me? (hey)
What are you doin', huh? (What are you doin', what?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh?
(You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?"
Imagine Dragons,Warriors,"As a child you would wait,
And watch from far away,
But you always knew that you'd be the one
To work while they all play.

In youth, you'd lay...
Awake at night and scheme
Of all the things that you would change,
But it was just a dream.

Here we are don't turn away, now
We are the Warriors that built this town
Here we are don't turn away, now
We are the Warriors that built this town from dust

The time will come
When you will have to rise
Above the best and prove yourself
Your spirit never dies.

Farewell, I've gone
To take my throne above
But don't weep for me
'Cause this will be the labour of my love

Here we are don't turn away, now
We are the Warriors that built this town
Here we are don't turn away, now
We are the Warriors that built this town from dust

Here we are don't turn away, now
We are the Warriors that built this town
Here we are don't turn away, now
We are the Warriors that built this town from dust"
Linkin Park,What I've Done,"In this farewell, there's no blood, there's no alibi
'Cause I've drawn regret from the truth of a thousand lies
So let mercy come and wash away what I've done

I'll face myself to cross out what I've become
Erase myself and let go of what I've done

Put to rest what you thought of me
While I clean this slate with the hands of uncertainty
So let mercy come, and wash away what I've done

I'll face myself to cross out what I've become
Erase myself and let go of what I've done

For what I've done, I'll start again and whatever pain may come
Today this ends, I'm forgiving what I've done
I'll face myself to cross out what I've become
Erase myself and let go of what I've done

(Na-na-na-na, na-na-na-na, na-na-na-na, na-na-na-na)
What I've done
(Na-na-na-na, na-na-na-na, na-na-na-na, na-na-na-na)
Forgiving what I've done
(Na-na-na-na, na-na-na-na, na-na-na-na, na-na-na)"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),"Oh, oh, oh
Oh, oh, oh

B-B-Be careful making wishes in the a-dark, dark
Can't be sure when they've hit their mark, mark
And besides in the mean-meantime, I'm
Just dreaming of tearing you apart, ah

I'm in the de-details with the a-Devil
You know the world can never get me on my level
I just gotta get you out the cage
I'm a young lover's rage
Gonna need a spark to ignite

But my songs know what you did in the dark

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire

Oh, oh, oh
In the dark, dark
Oh, oh, oh
In the dark, dark

Well, the writers keep writing what they write
Somewhere another pretty vein just (Ah, ah) died
I got the scars from tomorrow and I wish you could see
That you’re the antidote to everything except for me (do we)

A constellation of tears on your lashes
Burn everything you love, then burn the ashes
In the end everything collides, my childhood 
Spat back out the monster that you see

My songs know what you did in the dark

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire

Oh, oh, oh
In the dark, dark
Oh, oh, oh
In the dark, dark

(Left, left, left, right, left)
(Left, left, left, right, left)
My songs know what you did in the dark
(Left, left, left, right, left)
(Left, left)
(My songs know what you did in the dark)

So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire
So light 'em up, up, up
Light 'em up, up, up
Light 'em up, up, up
I'm on fire

Oh, oh, oh
In the dark, dark
Oh, oh, oh
In the dark, dark
Oh, oh, oh"
Machine Gun Kelly,Alice In Wonderland,"I was raised on the separate side of the tracks in the land where the land where the wild things roam
...Grow... calling me girl, Alice in Wonderland... done of me... Stumbalin
Coming back to my senses from the sound of thunderin
Trees talking to me wonderin if I'll ever come again
Every single day until I'm sick in the sun again
Starin' at the ripples, skippin rocks in the pond again
Stimulatin every single sound when I'm ponderin
In the green ...like a summer ...

What shall I do, where do I go ... under the ...
... Put it to smoke ...I wonder if you got it to show
There are things talking to me, mami I swear
I'm seeing things in the dark again*but nobody's there...
So fuck it, let me put you for nothing
So I take a head ...and I hope all of a sudden
... Treaten like ...for nothing of a sudden ...
I'm ready to go and to move
...Whenever I promise give me that song.

I'm lost I my own mind where do I go
I swear this Wonderland is how I like to know ...
Wonderland, twisted up, smoke it in my head
Twisted up, see me jockin if you can in my head, Wonderland
Let me show you, Wonderland
Wonderland, where's my mind I think I lost it in the air.

Take me to the twilight zone
No lights on
To the altitude where you be seein all the kites flown
Convinced on my mind
...My first class right go
Mummy ... I've got a the mouth now
Conversation, why I'm layin on the ground now
About face, ...now, see the revolution ...with the crowds now
So far gone, but I'm not drizzy, creepin' zone, but I'm not busy
Not no bone, ""wait up who is it?"" I don't even know anymore, I swear I went crazy
Well let's talk about the life and the ice in the right hands
Could get you the dream and a nice tan. with the light, 'cause the slice ...soul in the right hand
...Right, ...with my best tight, ... my bare right
Keep me ...try me figure ...my bad line
...Keep in my head tight ... in my head night.

I'm lost I my own ... where do I go
I swear this Wonderland is how I like to know ...
Wonderland, twisted up, smoke it in my head
Wonderland, twisted up, see the ...in my head, Wonderland
Let me show you, Wonderland
Wonderland, I think I lost it in the air"
Machine Gun Kelly,Invincible,"Voices in the air
I hear 'em loud and clear
Telling me to listen
Whispers in my ear
Nothing can compare
I just wanna listen

As my world turns, the heart beats
Not only in my chest, but the heart in the streets
So when they feel this, they feel me
But I can't feel nothin', outside these Dre Beats
I am from the city of people, came from the bottom
Standing on top of what was supposed to be my coffin, what's up?
Except for shows, we are the dead man walkin'
But reflections show this kid's still got it
Better be known I got the throne like I don't know that there's a king
Never grew up around a family because I'm not a human being
And anyone under my bubble that's coming in my spot, for the top
Let 'em have it, 'cause when I leave, the whole world drops
Lace up Kells

I hear voices in the air
I hear it loud and clear
They're telling me to listen
Whispers in my ear
Nothing can compare
I just want to listen
Telling me
I'm invincible
Telling me
I'm invincible
I am

Waking up sweatin' from the stress of being caged out
Everything I write is played out like what is this
Tear the whole page out
Man I come from holes in the wall but they don't know the past
Even if I told them it all they wouldn't know the half
So maybe I fill up my luggage with all these dreams
And pull on my black coat and my black chucks and nothing in my jeans
It's just one, till the day come like Rocky's movie scene
The day I'm on top of the world, look up the screen like this is me,
This is Kells
Crucified by the public without the nails
Do or die in my city but clearly I never failed
Lost myself from the game when I found myself from the cell
And I found myself from the fame when I lost myself in the pills
And you cannot mess with me still, seen the boys and they winnin'
Underdogs of the year, Cleveland boys in the buildin'
What the fuck is a ceiling?
I'm taking us to the top
And when I leave the whole world drops
Lace up Kells

I hear voices in the air
I hear it loud and clear
They're telling me to listen
Whispers in my ear
Nothing can compare
I just wanna listen
Telling me
I'm invincible
Telling me
I'm invincible
I am"
Machine Gun Kelly,EST 4 Life,"Let's bring some reality to it,
And the whole gang's in here, yeah, bitch (bitch)

MGK:
Ok, EST for life, 40 mothafuckin days
I hustled, 40 nights
I got 40 deep behind me, ain't it mothafuckin nice
40 swishas, 40 bitches, went from mothafuckin rice

Dubo:
Shut it down, EST we shut it down
All them bitches know what's up, EST we run it now
And if you think that I'm lying, better go ask somebody
I'm just one out of a million, laced up, tatted, ridin' shawty

[MGK:] Ok now all I know is this hustle
[Dubo:] All I want's that cream!
[MGK:] If you ain't riding then fuck you!
[Dubo:] All I gots my team! screaming...
EST (What the fuck) EST (What the fuck) EST (What the fuck)
EST (What the fuck)
[MGK:] Ok I do it all for my city
[Dubo:] All I know's these streets!
[MGK:] Throw it up if you with me!
[MGK:] and until I rest in peace! I'm screaming...
EST (What the fuck) EST (What the fuck) EST (What the fuck)
EST (What the fuck)

MGK:
Ok, ok, I see they hide when we come 'round,
Get the fuck down, I am from the city where they bow,
Love that gun sound, I am from the city where the ride till the sun down, where they die by this tattoo, I rep nine so what's up now?

Dubo:
It's that reckless generation, EST my nation,
Mothafuck your time you taking, you know Cleveland's my location, straight shots with no chasing, fuck'em all in they faces,
They were sleeping on that shit I spit so I hawk spit in their faces

MGK:
I can't take it, everybody better get in their places,
Me and all of mine are looking like gorillas we fitted in all black you would think we racist,
L-l-light it up like it's Vegas, sh-shuttin' down all that fake shit,
And not a damn one of these haters show they faces they like Craigslist

Dubo:
(Must let it be known, if you pullin' up in my city you better holla 'daddy I'm home')
Yeah, we hustle like no other, no love and no supper 19 double X forever

[MGK:] Ok now all I know is this hustle
[Dubo:] All I want is this cream!
[MGK:] If you ain't riding then fuck you!
[Dubo:] All I gots my team! screaming...
EST (What the fuck) EST (What the fuck) EST (What the fuck)
EST (What the fuck)
[MGK:] Ok I do it all for my city
[Dubo:] All I know's these streets!
[MGK:] Throw it up if you with me!
[MGK:] And until I rest in peace! I'm screaming...
EST (What the fuck) EST (What the fuck) EST (What the fuck)
EST (What the fuck)

(Outro: DJ Xplosive)
These mothafuckas don't know what tha fuck goin' on
It's EST for life know what I'm sayin'
We gon ride together get high together and best believe we gon die together
I go by the name of DJ Xplosive & I'm stayin for this shit
Aye Kells, Dubo, Slim G fuck these hatin' ass niggas either they run with us or they run from us
Let me know put them L's up LACE THA FUCK UP!"
Machine Gun Kelly,Half Naked & Almost Famous,"Uh, waiter bring another round please
Bring that mother fucker back
A couple more, they like it all please
'Cause y'all know how to act
And I don't give a fuck, can I live?
'Cause we be doin' too much shit
Just a couple of kids from east side of the 2-1-6
Bummin' a dollar and a dream real shit
Every day I wake, higher than the night before
Blackin' out every night on tour
5 a.m we jump into the pool with our drawers
Till the cops come. Run, run, fuck the law
And I was born to be wild
Sex, rock and roll and weed piles
Runnin' from the oldest seniles
Follow in my steps, then you walkin' a green mile
Trees in my pockets like my denims a greenhouse
Lead my team town?
Tell me what's my age again?
How many hours till I rage again?
This is the story of a young boy and the page we in
Say that he off chasin' fame again
And there he goes... almost... famous bitch

The bittersweet between my teeth
Tryin' to find the in-betweens
Fall back in love eventually
Yeah

Uh, half naked and almost famous
Wild nights and all those places
I be, half naked and almost famous
And when I get up I ain't changin'
Tell the world lace up
Yeah, come rage with the Machine bitch
E.S.T the team bitch
Never got a college degree
Too busy raisin' hell like it was Friday the 13th bitch
Fuck clothes and fuck hoes
Hundred dollars worth of munchies, truckloads
Eighty-nine cent slushy in the cuphold
Don't know where I'm goin', but we gone... what's home?
Maybe I'll just mapquest my dream
And it'll say the address was me
So what I really wanted all along's been camouflaged by deed?
I'm not a pro, I just dogged the lead?
California dreams
Where we sick of boring Cleveland weather man
Wishin' for heat, I guess I need to see the leather man?
Uh, I just wanna be young forever man
Roll the peter pan, light it up and went to Neverland
Mother fucker I'm gone

The bittersweet between my teeth
Tryin' to find the in-betweens
Fall back in love eventually
Yeah"
Machine Gun Kelly,See My Tears,"Rain, in the rain. Rain, in the rain.
Rain, in the rain. Rain, rain.
Every day I wake up to the same shit
In the same house with the same bricks,
In the same clothes with the same kicks
I might as well be in jail caged in.
Starin' at the wall waitin for a change, but
Dad telling me I gotta get a job.
Couldn't pay the bill so the light turned off.
Them Cleveland boys got it hard.
Oh my God, we living like this too long
Just to lose it all in a week.
My people just too strong.
Get it? Me and my boys be gone.
Puffing on weed like it's the lawn.
Me and my boys tired of being here.
That is why we're gone.
They say we wouldn't amount to nothing, huh.
Y'all thought we was bluffing, ha?
Fought every temptation shit, I guess I'm David ruffin huh?
Nowadays, we don't gotta do that dirt, tell my boys they good.
And nowadays my little girl won't have to work, moved her out the hood.
Look man, I been through it all, and I'm a damned if I got this far,
And I let them strip me of message let these haters take my heart.
This for the ones that had it hard, the ones like me, the underdogs.
This for the ones that waited for them clouds to fall, please God let it
You can't see my tears in the, in the rain.
You can't see my tears in the, in the rain.
Underneath it all, we're just the same, same, same.
You can't see my tears in the, in the rain.
All around the world it's just the same, same, same.
You can't see my tears in the, in the rain.
So I let it rain.
And they mad that I made it out the city.
But if you look I'm still out in the city.
Before anything I had cloud in the city.
Two other states and never bounced in the city.
Shout out to everybody that's proud in the city.
Everybody cheering in the crowd from the city.
Everyone that never had doubts in the city.
'Cause they know I represent what we about in the city.
And I'm still laced up, tell the world that's nothing changed.
Till it's hundred dollar bills in my pocket, then nothings changed.
If my teammate with me, then I don't wanna thang.
Tell them I'll go broke before I run out on my game.
EST over everythang.
100 thousand plus, cult fan base yeah that is us, my songs tattooed on their body.
Troubled youth We bad as fuck.
And what?
Nobody gave a shit for broken mirrors.
So I care less about appearance.
Just as long as they can hear us.
We're fearless, we're stupid, we're dealers, we're losers.
We're killers, we're orphans, we're addicts, we're stealers.
We're shooters so kill us.
We are what they say we are until conformity hits us.
Or those clouds come down and take them all with us, please God let it
You can't see my tears in the, in the rain.
You can't see my tears in the, in the rain.
Underneath it all, we're just the same, same, same.
You can't see my tears in the, in the rain.
All around the world it's just the same, same, same.
You can't see my tears, in the rain.
So I let it rain.
Rays in the rain. Rays in the rain.
Underneath it all we just the same, same, same.
You can't see my tears in the, in the rain.
All around the world it's just the same, same, same.
You can't see my tears in the (rain)."
Machine Gun Kelly,Warning Shot,"This is our warning shot ah ah
The final call
This is our warning shot ah ah
The final call
This is our warning shot ah ah
The final call, the final call
This is our warning shot ah ah
The final call

Came in no clout small bank and my big mouth
Small name but these big shots know just' what this kids bout
I said shit then I meant shit, corenor I dead shit
I treat hoes just like hoes that through bones go fetch shit
I'm pitbull, that x shit, that goin' in at they neck shit
That we gon have a problem if I am not on the next shit
'Cause I wreck shit can't tame me I'm eminem and I'm jay z
I'm a renegade this rap shit me and all my boy like a-team
Fuck wrong with y'all this is my warning shot so I better see you ghost

Boy I'm from the c-l-e-v-e-l-a-n-d and I will be reppin that until I die
And you either with me or riding against me so lemme know put them l's up in the sky lace up

Call me the man, no better yet call me the kid
'Cause ain't nobody this young done what I did
'Cause ain't nobody this young go through the shit I went through these past couple years and lived.
Y'all suckers, hickey shit,
I'm a real rockstar nikki sixx
I'm minajin y'all jus watching got damn y'all nikki's bitch
Can the game get anymore corny?
Can the fame get anymore boring?
Can any lame y'all think is dope put out garbage and make it easy for me?
Is it possible for anyone to adore me,
Is it possible for anyone to record me
So I can address all the people that took my clothes, videos, songs and put 'em out before me
And it's impossible to die
Possibly to live with the endless lyrics? somebody call the paramedics
Somebody call the fucking paramedics
Is it even possible to lack the academics to get the credit in the city and never spend a minute in a class
Fuck that kiss my ass, drink till it's pitch black roll it up let me hit it."
Machine Gun Kelly,Young Man,"Sosa baby
Reportin' live from the GLO pad
Gang in this bitch
You know how we rockin', cut off stockings
Kush in my pocket nigga all designer
Get yo' girl number
Get ready for the turnt up hahaha
Smack the shit outta him
Smack the shit outta him

Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)

Young man, young man, I don't want to hear that no mo'
Bitch I done grew up blew up, more like OG for sure
They call me a savage (they call me a savage)
I be doin' damage (I be doin' damage)
Smokin' with your bitch (smokin', smokin', smokin')
Posin' for the camera, I look like a model (fuck it)
Jamo out the bottle (fuck it)
40 in the glove box, that shit fill you up with hollows (boom)

Where the smokes at?
Roll it, roll it, roll it
Cash in a bag
I hold it, hold it, hold it
Niggas hatin' on me
I know it, know it, know it
Got a pint of the narcotics
You know I'mma pour it, pour it, pour it

Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)

Bitch I pop top on your block on the west side feelin' like Pac
Bandana swing out my pocket
Middle finger up motherfuck cops
Catch me in the land with the hat back
Matte black Range Rove', pistol where the lap at?
OZ in the backpack, 26 years old, more hoes than the rat pack

Young man, young man, I don't want to hear that no mo'
Bitch I done grew up blew up, more like OG for sure

This is for the motherfuckas who ain't livin' by the rules
This is for my youngins' out here finna act a motherfuckin fool
I'm forever young blue and red pills feelin' like the Matrix
You know where I'm from, don't nobody ask for nothin' we just take it

Young man, young man (always stay down for your bros man)
Young man, young man (do not ever break the code man)
Young man, young man (don't get caught up in these hoes man)
Young man, young man (go live that live that you suppose to) turn up!

Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)
Young man, young man (all my youngins' in this bitch)"
Machine Gun Kelly,Trap Paris (feat. Quavo & Ty Dolla $ign),"Ay
Woke up in, woke up in
Soundin' real godly
Quavo
City rollie goes a flash

Woke up in Paris
Broke all the mirrors (that lean)
Watch me, last night was too turnt
They caught me fucking on camera
I ain't embarrassed
Pull up, back home, flag on, tats out, what the fuck is that 'bout?
I'm home-bred, hometown, been around the world, I'm back now
I'm Mr. Miyagi with wax in the sake
And I'm running the streets to the city like Rocky
Who da champ? Who da champ?
Diamond fangs like a vamp
Where's the package with the stamp?
Bust it open by the Lamb
Roll it up till I cramp
Uh, four rings on my hands, uh
Smoke rings from the grams, uh
Got a lady and a tramp
Bitch I made it from the trap
Gunner

I woke up in Paris
In the bed, with a bad bitch (bad bitch, bad bitch)
First I roll up the lesh
Then I went back for seconds
Swear that pussy the wettest
I woke up in Paris
In the bed, with a bad bitch (bad bitch, bad bitch)
First I roll up the lesh
Then I went back for seconds
Swear that pussy the wettest

Made it from the bottom, what you thinking of me? (what you thinking)
I made it from the bottom, what you thinking of me? (what you thinking)
When I was on the bottom, you didn't hang out with me (no way)
Now I got some dollars, they keep hanging with me (yeah)
Take a lot of Molly, that's your fantasy (that's your fantasy)
Pull up with a gang and stop playing with me (stop playing)
You took too much of Coco, it made your nose bleed (trippin')
Too turnt for the bando (too)
Shoot two times through the window (shoot)
Pop one off for the kid though (pop one)
Pop one off the extendo (shoot)
Old money like a Nintendo
Bring it back, this the reload (bring back)
Crips mights call it a kilo (crip)
Bloods might call it a bilo (blood)
Put my wrist in a freezer (wrist)
Hit it up, turn it up to beast mode (yeah)
Bitch I made it from the trap (trap)
Whole thang in my lap
Bitch I made it from the trap (trap)
Got your girl in my lap (yeah)
Bitch I made it from the trap (trap)
Got the police running laps (yeah)
Bitch I made it from the trap
Bitch I made it out the trap

I woke up in Paris
In the bed, with a bad bitch (bad bitch, bad bitch)
First I roll up the lesh
Then I went back for seconds
Swear that pussy the wettest
I woke up in Paris
In the bed, with a bad bitch (bad bitch, bad bitch)
First I roll up the lesh
Then I went back for seconds
Swear that pussy the wettest"
